,EG.ELC.ACCS.ZS,AG.LND.AGRI.ZS,NV.AGR.TOTL.ZS,ER.H2O.FWTL.ZS,MS.MIL.TOTL.TF.ZS,FB.ATM.TOTL.P5,FB.CBK.BRWR.P3,DT.DOD.ALLC.ZS,per_allsp.cov_pop_tot,FB.CBK.DPTR.P3,SE.COM.DURS,EG.ELC.HYRO.ZS,EG.ELC.FOSL.ZS,EG.IMP.CONS.ZS,BN.KLT.DINV.CD,BM.KLT.DINV.WD.GD.ZS,AG.LND.FRST.ZS,NY.GDP.MKTP.CD,NY.GDP.MKTP.KD,NY.GDP.PCAP.CD,NV.IND.TOTL.ZS,DT.INT.DECT.GN.ZS,IT.NET.USER.P2,NV.IND.MANF.ZS,CM.MKT.LCAP.GD.ZS,MS.MIL.XPND.GD.ZS,IT.CEL.SETS.P2,GC.FIN.FRGN.GD.ZS,DT.ODA.ODAT.GI.ZS,BN.GSR.MRCH.CD,EN.ATM.GHGO.ZG,BX.TRF.PWKR.DT.GD.ZS,EN.POP.DNST,DT.DOD.PVLX.GN.ZS,EG.ELC.RNEW.ZS,NV.SRV.TETC.ZS,DT.DOD.DSTC.IR.ZS,GC.REV.SOCL.ZS,CM.MKT.TRAD.GD.ZS,GC.TAX.EXPT.ZS,GC.TAX.GSRV.RV.ZS,NE.TRD.GNFS.ZS,BG.GSR.NFSV.GD.ZS,BM.GSR.TRVL.ZS,AG.LND.EL5M.UR.ZS,SE.ADT.1524.LT.ZS,country_code,GDPdelta,GDPpercentgrowth,country_name,region_East Asia & Pacific,region_Europe & Central Asia,region_Latin America & Caribbean,region_Middle East & North Africa,region_North America,region_South Asia,region_Sub-Saharan Africa,region,growthInd
207,0.0,73.9864864865,12.2583366663,13.5508637236,1.31391528361,27.6309807284,342.166905205,10.9046666667,40.9271111584,0.0,9.0,30.0196373323,41.659232294,46.6612693478,-881566666.667,0.28615808126,14.2760617761,20732300000.0,21494052251.0,3453.01223774,27.8510743446,2.55434377735,9.43333333333,21.2993296045,25.5727334884,0.850014876904,111.86158452,1.44295960024,6.5969787241,-4453331662.11,362.084833285,17.4787064936,289.768034106,0.0,58.340767706,59.8905889891,47.3636847177,10.753354676,0.122988594729,0.0,40.5919836475,70.8764230446,12.8669351668,19.47398298,0.0,94.8481572469,SLV,1174985849.49,5.45518291681,El Salvador,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Latin America & Caribbean,0
208,0.0,16.6666666667,0.0,0.0,0.0,0.0,830.802661451,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1793723659.8,0.0,59741.4343003,0.0,0.0,53.0316073696,0.0,0.0,0.0,78.3492351899,0.562021608273,0.0,0.0,0.0,0.0,502.583333333,0.0,0.0,0.0,0.0,27.1505160283,0.0,0.0,26.7224482045,0.0,0.0,0.0,0.0,0.0,SMR,0.0,0.0,San Marino,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Europe & Central Asia,-1
209,0.0,70.2883072443,0.0,54.9666666667,0.0730483401043,0.0,0.0,53.6981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9997768355,0.0,0.0,0.0,0.0,0.0,1.14184451208,0.0,0.0,0.0,6.80873068724,0.0,0.0,0.0,-35.4021858522,0.0,14.5579914135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOM,0.0,0.0,Somalia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sub-Saharan Africa,-1
210,0.0,57.7940391798,9.97068084317,47.0798144403,0.786272115418,39.9909874752,171.182406005,11.5111,62.0398375208,0.0,8.0,27.1247987008,72.8752012992,35.1369753199,-3364162521.64,1.03717537014,29.9359707295,44055245336.3,39384744927.6,5993.73367609,28.5428963844,2.45278468502,35.6166666667,16.7012502659,46.048055524,2.3181072686,116.238025162,0.379054090258,7.07235992346,-9779510096.68,0.0,9.14886019662,84.0483573443,0.0,27.1247987008,61.4864227724,23.8625562704,34.6898385688,3.89483183074,0.0,42.6957141819,77.9581214496,16.6091565925,28.7856206238,0.0,0.0,SRB,376076337.115,0.978591535886,Serbia,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Europe & Central Asia,-1
212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13890749150.8,14550607958.0,1479.84288758,0.0,0.0,0.0,0.0,0.0,5.36493770962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0510307514,0.0,0.0,0.0,36.7022743225,SSD,-6822015655.36,0.0,South Sudan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sub-Saharan Africa,-1
215,0.0,51.2152777778,20.0333390453,0.0,0.0,0.0,0.0,71.3921,0.0,309.931822655,6.0,0.0,0.0,0.0,-42434538.3124,0.756600333749,56.8333333333,175993667.899,177469115.545,1073.89325925,16.0840186257,0.498974743662,15.4934943996,5.59227529891,0.0,0.0,31.707813901,0.0,0.0,-72311792.2166,-100.0,1.33081615376,170.435763889,0.0,17.5086219823,63.882642329,32.7941122889,0.0,0.0,0.00510733053883,4.33727181068,0.0,16.3577543311,0.231817985945,0.0,80.203163147,STP,27182684.0359,16.3745793328,São Tomé and Principe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sub-Saharan Africa,0
216,0.0,0.47264957265,10.6706658031,0.622121212121,1.00736515487,30.3214093085,432.703120484,0.0,0.0,0.0,6.0,0.0,0.0,0.0,190500000.0,0.0,98.4551282051,3448330297.51,4019656351.74,6798.8666382,40.3975434519,0.0,22.1766666667,24.9250447329,0.0,0.0,116.268397629,-1.06337829041,9.02336968737,220700000.0,-92.1200128774,0.0921052221623,3.24814529915,0.0,53.8527148552,48.928101797,0.0,0.0,0.0,0.358029363006,26.3769657576,99.4881668914,17.9280210144,8.52591323695,0.0,99.4164199829,SUR,585559404.011,15.1221932763,Suriname,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Latin America & Caribbean,0
217,0.0,40.1760313987,3.80378375399,5.46031746032,0.629990059929,49.1394877074,0.0,0.0,88.6191052068,0.0,10.0,15.6180978857,26.4802979381,65.3366533519,-2187814971.76,1.74705323153,40.2564304311,91603605369.0,86625365121.4,17026.379675,36.5797087734,0.0,65.95,21.086402722,6.38300368446,1.49104104813,105.174659023,1.82530455436,0.0,-941781124.92,118.197638273,1.95468104268,111.85988266,0.0,17.5009787298,59.6165648462,0.0,41.291368065,0.0848042694839,0.0,33.9716924288,156.19542546,18.3281775334,24.565673363,0.0,0.0,SVK,8251258278.15,9.69996757906,Slovak Republic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Europe & Central Asia,0
218,0.0,24.131082423,1.9738453086,5.00749866095,1.15608042783,98.638159475,0.0,0.0,0.0,0.0,9.0,24.9828805115,36.7276519394,51.0776906926,422591426.824,2.5591868722,61.8371400199,51316451414.0,49555584989.0,25325.6458286,33.5621569202,0.0,59.58,21.6061398494,35.1235428264,1.50721000481,99.7702146475,-0.261653816567,0.0,-1823137699.73,-40.8299114549,0.668277146737,100.614150943,0.0,26.2129607744,64.4639977712,0.0,39.2156914987,3.53054008837,0.0,32.9746321808,127.750868046,21.569525401,26.5650770313,0.0,0.0,SVN,-414834437.086,-0.833051836996,Slovenia,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Europe & Central Asia,-1
219,0.0,7.56202173807,1.55484853504,1.53801169591,0.388481302164,41.8352067261,0.0,0.0,0.0,0.0,9.0,46.2466263469,2.18945960187,33.0264726079,6179090576.9,7.87450089035,68.5553443486,4.77146337367e+11,4.7848838016e+11,51759.4269856,28.834908953,0.0,87.67,18.9715889457,0.0,1.21991047907,110.343520275,-1.27404637168,0.0,24332763091.9,89.3494140126,0.161832905648,22.4742441228,0.0,54.918635974,69.610242512,0.0,8.93120181109,0.0,0.0,36.9366809313,88.6807380685,21.5891172772,25.7590020807,0.0,0.0,SWE,39172806104.8,8.0156828454,Sweden,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Europe & Central Asia,0
220,0.0,71.1240310078,7.91213085613,0.0,0.0,17.2307425232,172.128564209,35.7360333333,51.649294808,416.499158855,0.0,0.0,0.0,0.0,-62229603.7245,0.239570269941,32.2209302326,3072752842.11,3414416526.07,2662.65302864,46.3724290569,0.697967204169,6.63,42.0769983626,7.67107780974,2.21585998037,45.3881237026,0.0,17.2230596677,-160041185.115,420.329166667,3.01838446172,67.0955813953,0.0,40.8640365485,45.715440087,5.6579179902,0.0,0.115920837729,0.0,0.0,138.542784163,29.1203743977,9.97505951805,0.0,0.0,SWZ,213355484.871,6.37420304259,Swaziland,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sub-Saharan Africa,0
221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1167.18627451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SXM,0.0,0.0,Sint Maarten (Dutch part),0.0,0.0,1.0,0.0,0.0,0.0,0.0,Latin America & Caribbean,-1
222,0.0,6.44927536232,2.52414515294,0.0,0.0,40.9578963174,114.574288366,0.0,0.0,606.836520073,10.0,0.0,0.0,0.0,-162626157.467,1.23145744055,88.4130434783,949386366.037,929013510.692,10994.8826882,15.2469036605,0.0,39.41,8.89723415162,0.0,1.21316903374,104.285081992,2.36673724778,6.11267363833,-342236505.34,133.333333333,0.896976432866,187.889130435,0.0,0.0,67.9855015486,0.0,13.2944829257,0.0,0.0,36.560794436,206.993667173,72.9790713729,15.9220681754,0.0,0.0,SYC,200186836.377,21.1622276029,Seychelles,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sub-Saharan Africa,1
223,0.0,75.6970159007,17.9391583039,234.997195738,7.13063830003,3.09365361238,71.8829961871,72.8766333333,0.0,198.35521487,9.0,6.76762660223,93.2323733978,-7.66179201978,-1759043590.97,0.00504951693123,2.60836419081,40405006007.2,0.0,2079.98786381,32.974932413,0.35593897306,14.2666666667,0.0,0.0,4.10055178197,38.0681760093,0.699713453985,0.743752001112,-1447810646.4,602.961111111,2.55028414853,109.071235388,0.0,6.76762660223,49.0859092831,3.69537644066,0.0,0.0,0.0,5.59599193727,76.4764759845,17.0123968602,26.3047904592,0.0,0.0,SYR,0.0,0.0,Syrian Arab Republic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Middle East & North Africa,-1
224,0.0,1.05263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,36.2105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66666666667,0.0,31.0056140351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TCA,0.0,0.0,Turks and Caicos Islands,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Latin America & Caribbean,-1
225,0.0,39.1775201186,53.2581214694,5.864,0.860545191149,0.240476797822,0.772242546871,89.2844333333,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.57528589581,9414709892.67,9043745672.83,844.865199207,11.4148678078,0.248382632852,1.17907484024,0.834182455841,0.0,6.13203207681,14.3847990365,0.0,19.0974156461,0.0,426716.5,0.0,8.84947559297,0.0,0.0,35.3270107211,1.31028658992,0.0,0.0,0.0,0.0,80.7100515484,0.0,0.0,0.0,0.0,TCD,2228094941.18,25.4951941762,Chad,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sub-Saharan Africa,1
228,0.0,65.2387080959,36.4811539922,0.0,0.345603284146,0.0,0.0,71.6565,0.0,162.270795647,10.0,64.4303121334,32.449809192,19.0737390772,-33600156.8115,0.647971510457,6.00478029049,2949959776.09,2960667312.52,486.522364853,17.6154341722,0.87397210153,2.4,8.52295205525,0.0,1.77256437978,27.2928215285,0.0344335894211,60.334476781,-420623766.88,68.3991420467,10.8342473139,111.314040571,0.0,67.550190808,45.9034118329,32.015251157,0.0,0.0,0.0,41.0031539765,89.6430257016,20.9626882513,7.76404487308,0.0,81.7359924316,TGO,437285219.159,15.165620083,Togo,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sub-Saharan Africa,0
229,0.0,39.6230108242,9.74032910876,25.5278396437,1.08300909286,62.7602867002,214.584228891,9.228,99.1861718295,1035.81411085,9.0,5.10028882597,93.1970141739,40.6423239253,-4578408860.14,1.17316204391,31.6886218168,2.78633498168e+11,3.16884302962e+11,4192.8911806,39.285932654,0.618127912085,19.4433333333,30.3615588834,57.7360962462,1.52565354515,91.0366968689,-0.462826270066,-0.449886956717,25543894486.3,83.4750026004,0.753032374848,130.07041568,0.0,6.80194011946,50.9737382373,21.1293383024,4.78556846578,41.4158347243,0.121881586891,38.2899806153,129.729117219,25.5852614039,12.1748244874,0.0,0.0,THA,51504945671.3,16.3998481178,Thailand,1.0,0.0,0.0,0.0,0.0,0.0,0.0,East Asia & Pacific,0
230,0.0,33.8334762313,21.939768828,18.1058934762,0.544487334973,2.74181390975,21.4477796582,64.0434666667,0.0,266.658743789,9.0,98.1108054195,1.88919458052,35.9090967834,-250524733.333,0.0,2.9294084024,4620095300.68,5043998900.33,635.665096644,28.8425977507,0.720817809863,8.68253983933,15.8867647399,0.0,0.985526024002,48.7602072981,0.0,32.3632692685,-1804875333.33,-85.3112659862,43.2846409706,51.8435100505,0.0,98.1108054195,49.2176334213,56.4017701712,0.0,0.0,0.0,0.0,82.4807365658,13.9053873011,1.8219702885,0.0,0.0,TJK,1216366205.4,25.7147682486,Tajikistan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Europe & Central Asia,1
231,0.0,73.1350059229,14.5426535686,1989.32384342,1.063939894,0.0,0.0,59.0597,0.0,0.0,9.33333333333,0.0,100.0,-167.387519546,0.0,0.0,8.78215904496,17383358082.3,19055208390.4,3528.5461379,48.4541891681,0.189246008484,1.70212022937,0.0,0.0,0.0,24.5926237557,0.0,0.642924422454,0.0,-14.6827503427,0.221428051708,10.4659105257,0.0,0.0,37.0031572633,0.0,0.0,0.0,0.0,0.0,112.787638813,0.0,0.0,0.0,0.0,TKM,8097554465.98,47.650849498,Turkmenistan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Europe & Central Asia,1
234,0.0,25.4875588433,24.7239454435,14.2665855143,0.447658842315,2.2019504933,18.2823534575,0.0,26.2686478648,121.29303889,9.0,0.0,0.0,0.0,-32115927.7004,0.0,51.4055144586,690333333.333,757333333.333,668.452082393,14.1802507837,0.0,0.163362363114,1.74058186218,0.0,4.03789332614,17.4755328518,0.0,157.734359131,-262972897.395,-33.3333333333,6.08973890502,69.316095046,0.0,0.0,61.0958037728,0.0,0.0,0.0,0.0,0.0,129.263648978,84.4828568769,5.30898107314,0.0,0.0,TMP,234000000.0,35.3474320242,Timor-Leste,1.0,0.0,0.0,0.0,0.0,0.0,0.0,East Asia & Pacific,1
235,0.0,42.5925925926,18.6718222476,0.0,0.0,25.9721340931,0.0,89.0806666667,1.2882738929,0.0,8.0,0.0,0.0,0.0,-11502815.2532,0.641535003921,12.5,320334278.217,349646334.894,3115.71584232,19.075135442,0.478654808832,8.43021175761,8.11725595109,0.0,0.0,48.5635290248,0.0,43.8996725498,-165386507.285,-100.0,27.917642734,142.778240741,0.0,0.0,62.2530423104,0.0,0.0,0.0,0.0,0.0,66.7582845154,26.4704873763,17.0378727461,0.0,0.0,TON,24319944.9116,7.09560186153,Tonga,1.0,0.0,0.0,0.0,0.0,0.0,0.0,East Asia & Pacific,0
238,0.0,10.5263157895,0.462190023504,8.984375,0.604019331586,32.7464156825,0.0,0.0,0.0,0.0,6.0,0.0,99.7505074209,-119.096918573,-1213300000.0,0.837214221249,44.4132553606,22895919461.8,21461085742.7,17409.0375815,61.2601697844,0.0,37.1333333333,5.21557184751,0.0,0.599309909605,130.684349617,0.40788827293,0.425539228384,5615455250.21,4500.0,0.471523266665,256.416894087,0.0,0.249492579079,38.2777369623,0.0,4.66970691654,0.0,0.0,14.2635816826,99.6230283331,5.52019924181,24.9795710834,0.0,0.0,TTO,269324940.792,1.2643216288,Trinidad and Tobago,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Latin America & Caribbean,-1
239,0.0,63.2402162719,8.97063892936,0.0,1.30667367756,15.8667022782,139.272067941,20.1428333333,0.0,668.761563152,9.0,0.361161275275,99.2320084453,16.1644293436,-1880421626.01,0.107826702129,6.17919670443,42406530518.5,41159277444.0,4103.49526119,31.7874998258,2.11947744305,26.2333333333,18.6542139804,0.0,1.28376315824,84.1072575882,-0.222261559621,3.77150902422,-3470922596.11,-50.6980171428,4.44594055092,66.4984552008,0.0,0.767991554715,59.2418612449,46.7768979204,18.5439173613,0.0,0.195804319776,31.6925124887,104.61359691,19.455185712,14.8901582818,0.0,96.5469741821,TUN,2034897932.09,5.13591640193,Tunisia,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Middle East & North Africa,0
240,0.0,50.9067127494,8.69867584966,17.6651982379,2.57541925223,42.1671601783,713.192288601,2.66663333333,63.0601979826,1330.5359493,8.0,17.9803025352,81.2986607353,70.801128789,-14758333333.3,0.309048211324,14.2751711862,6.64015516254e+11,6.90939228165e+11,9438.59242197,26.7264791081,1.95275172696,33.1333333333,17.7039052678,32.5882390233,2.45771344242,90.2832092762,0.495330406916,0.921917116519,-41503333333.3,155.933618902,0.318754033872,91.4383777486,0.0,18.6526389662,64.5748451982,64.3587764777,28.4149537204,43.7890152963,0.0,36.5084376736,49.9313169722,7.7589742335,23.5708769831,0.0,97.0849113464,TUR,1.42399657312e+11,20.3663852392,Turkey,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Europe & Central Asia,1
241,0.0,60.0,25.2973978375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,-1142606.89262,0.0,33.3333333333,28140556.6881,32884540.7006,2875.38645147,11.7057839837,0.0,15.0,1.05289877616,0.0,0.0,14.3154130798,0.0,0.0,-13172288.3073,-326.666666667,19.4114442454,326.222222222,0.0,0.0,62.9968181788,0.0,0.0,0.0,0.0,0.0,0.0,104.107616352,24.7821259305,0.0,0.0,TUV,1857383.95566,5.85868340576,Tuvalu,1.0,0.0,0.0,0.0,0.0,0.0,0.0,East Asia & Pacific,0
242,0.0,41.3653947467,30.66120602,0.0,0.133752797618,2.56796171894,23.537022339,55.4021666667,9.22981536995,0.0,7.0,58.7883121991,41.1378155244,7.22533363917,-972467268.993,0.0,55.001128923,25814635056.0,28032094362.8,618.748380972,21.1611555199,0.200756726977,1.96666666667,7.45639192168,0.0,0.749820548476,30.2697471806,6.4996740388,35.7873181229,-2867882900.38,275.706466774,0.130777561806,48.3889745616,0.0,58.8312859087,48.1776384601,40.8495151644,0.0,0.0,0.0,31.8476119395,47.8977185264,13.7302622292,43.3244307962,0.0,0.0,TZA,6102745066.64,22.9908151498,Tanzania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sub-Saharan Africa,1
243,0.0,69.55399296,24.827559859,0.0,0.381983381087,2.58644816004,0.0,77.1742,7.19779980294,141.308097256,7.0,0.0,0.0,0.0,-777962334.414,0.0537908648698,15.1313748061,14803339687.9,17846922479.4,475.501232506,24.6464419838,0.145151794211,7.11732178358,8.43270146806,21.2841121751,1.98948401095,23.0418662227,2.08523111733,50.421768484,-1508613576.62,165.019583333,4.37457127038,155.270023189,0.0,67.0497688925,50.525998157,9.60239630786,0.0,0.295912339587,0.0841635141414,46.7562615533,50.1801889261,13.85107181,13.2082062044,0.0,0.0,UGA,3920789619.46,23.821716067,Uganda,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sub-Saharan Africa,1
244,0.0,71.2520930829,7.87372398182,27.3684210526,0.926962624336,65.1902419655,0.0,1.61826666667,0.0,3103.89857248,11.0,6.00795029367,46.6452387679,35.6383161356,-7925000000.0,0.408018883673,16.4999395321,1.46646395175e+11,1.44930427539e+11,3168.37572075,33.3221365719,2.73894898698,11.8166666667,20.2919207234,0.0,2.82934096957,119.000687055,1.90019564515,1.88837296205,-11460000000.0,-53.7140071225,4.18081085828,79.8752831983,0.0,6.10402309948,58.8041394463,70.31679251,35.5086316099,0.0,0.205925261917,31.4823441419,97.1552788903,20.4252845153,27.9662402801,0.0,0.0,UKR,12879496473.6,8.57444490271,Ukraine,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Europe & Central Asia,0
246,0.0,83.872319354,9.80065327529,0.0,1.53504974835,30.2427081333,391.725017523,0.0,74.4553630639,493.499836157,12.3333333333,65.4139558533,27.7657210912,63.7102473385,-1622952709.25,0.291989392596,9.41320991887,28479232343.4,35554455650.1,8495.70742595,27.0266176701,0.0,38.3666666667,16.6747792184,0.0,1.94890194599,105.696958861,1.80948584422,0.69573668627,-921183690.872,-9.49293165769,0.362236320247,19.1470365292,0.0,72.2342789088,63.1727290546,0.0,24.1542026588,0.0,0.0,46.0632036698,59.2709873799,12.1964055339,23.5339855487,0.0,98.9255701701,URY,6494500223.22,19.4171452386,Uruguay,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Latin America & Caribbean,0
247,0.0,45.020982091,1.09865165576,19.9574166075,0.987861718638,171.00421184,0.0,0.0,0.0,0.0,12.0,6.10005992628,70.9364927396,25.3248898044,1.23934666667e+11,2.74887129642,33.5584449417,1.45383186667e+13,1.4887242676e+13,47821.5067838,21.3405597789,0.0,73.3333333333,12.636819168,106.973488064,4.23462766285,85.2989853555,0.0,0.0,-7.21127e+11,116.677566223,0.0374339133421,33.2195658133,0.0,9.22102889114,77.5607885654,0.0,38.0712168312,284.970949036,0.0,2.64071211888,27.5553895191,6.19488968191,22.5416952465,0.0,0.0,USA,9.473195404e+11,6.29222628314,United States,0.0,0.0,0.0,0.0,1.0,0.0,0.0,North America,0
248,0.0,62.6469205454,21.6065457745,342.717258262,0.753507303068,1.49838714463,24.4603285863,32.6761333333,0.0,889.144914017,11.0,18.2497319931,81.7502680069,-26.2835676069,0.0,0.0,7.71814762576,27687417746.0,33517525090.4,1011.79156497,31.988341221,0.563401550169,9.49023973495,8.179329267,0.0,0.0,42.3571056953,0.0,3.05058631223,0.0,-13.7888479554,8.22025225668,64.2048268297,0.0,18.2497319931,46.4051130045,0.0,0.0,0.244812952226,0.0,0.0,77.1016475856,0.0,0.0,0.0,0.0,UZB,9838975193.33,31.9799111538,Uzbekistan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Europe & Central Asia,1
249,0.0,25.641025641,6.70485392773,0.0,0.0,24.7747707423,0.0,46.3834333333,0.0,0.0,12.0,0.0,0.0,0.0,-129623975.432,0.11691230294,68.2051282051,673929135.802,699885686.208,6173.90919722,19.7981029525,1.58413415872,22.6666666667,5.25213901263,0.0,0.0,110.456590563,0.0,22.3133186259,-249505077.654,0.0,4.19556508767,279.888034188,0.0,16.7522000491,73.4970409353,0.865692742236,0.0,0.0,0.0,0.0,90.8213231069,37.8209117267,16.7280407207,0.0,0.0,VCT,-17243861.9866,-2.55598704616,St. Vincent and the Grenadines,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Latin America & Caribbean,-1
250,0.0,24.4351227255,4.89932079868,2.81118012422,0.902400840055,26.2924877867,180.135982499,0.0,0.0,725.548489243,14.3333333333,72.4676041863,27.5323958137,-219.708457461,-495333333.333,0.414753371252,53.9518167904,2.91794470734e+11,4.01668259601e+11,10361.5679618,50.5246626356,0.0,26.47,14.9244101607,0.0,1.29336064045,94.004122657,0.0,0.0864231920231,28213000000.0,-15.848687505,0.0496760910303,31.8749813881,0.0,72.3937581565,44.5759405753,0.0,0.0,0.0,0.0,0.0,48.8496615609,5.06357348492,13.9477006348,0.0,98.4660415649,VEN,33575729031.9,8.5592523071,"Venezuela, RB",0.0,0.0,1.0,0.0,0.0,0.0,0.0,Latin America & Caribbean,0
251,0.0,46.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,24.3111111111,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,116.683468243,0.0,0.0,0.0,-6000.0,0.0,170.642222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VGB,0.0,0.0,British Virgin Islands,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Latin America & Caribbean,-1
252,0.0,11.4285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5333333333,0.0,0.0,0.0,0.0,0.0,27.365874314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-358.333333333,0.0,305.924761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VIR,0.0,0.0,Virgin Islands (U.S.),0.0,0.0,1.0,0.0,0.0,0.0,0.0,Latin America & Caribbean,-1
253,0.0,32.8908526032,19.4122380296,22.8241513634,1.01037246812,11.5041325052,0.0,68.3889666667,0.0,0.0,9.0,35.2757927858,64.6306207879,-30.1755222485,-7565000000.0,0.400200061733,44.208082046,94186443531.8,1.03369201495e+11,1105.39715379,37.6591760908,0.657380518631,23.7418149227,18.7537059055,17.2924475046,2.24211339535,83.0268148602,0.0,8.24124671224,-10276033333.3,56.2339686253,6.84205780514,274.521022135,0.0,35.3693792121,42.9285858797,23.0535465739,0.0,14.2517854543,0.0,0.0,148.41120072,14.9361408193,0.0,0.0,97.0916671753,VNM,20694607239.6,21.1563674192,Vietnam,1.0,0.0,0.0,0.0,0.0,0.0,0.0,East Asia & Pacific,1
254,0.0,15.3404429861,23.2249090378,0.0,0.0,17.9983116159,0.0,59.0449,0.0,0.0,0.0,0.0,0.0,0.0,-34273489.6393,0.0695278201226,36.0951599672,581484518.261,661351545.975,2578.27721556,10.5580063899,0.412175481812,7.18970664112,3.22051021905,0.0,0.0,28.2787706735,1.17047251954,37.7313837802,-183585032.944,400.0,1.46724047455,18.4870932458,0.0,13.660349455,66.2170845723,23.0060430859,0.0,0.0,0.0766650694777,38.5355029586,98.873427744,56.2537534856,19.28453175,0.0,0.0,VUT,32253872.196,5.14395243311,Vanuatu,1.0,0.0,0.0,0.0,0.0,0.0,0.0,East Asia & Pacific,0
255,0.0,55.5370985604,7.35723686394,51.4778325123,6.57909247736,12.2668279247,71.6922315162,0.0,13.1309275893,574.67075474,10.0,0.0,0.0,0.0,-90458076.4918,0.5093942656,1.52325581395,6482500000.0,7929739329.52,1798.0739798,23.1013018496,0.0,25.9213333333,13.9992059608,30.6022545597,0.0,35.9469012624,-0.00867754619312,170.134307348,-3114563919.84,0.0,10.7871980645,597.641306755,0.0,0.0,69.5414612864,0.0,0.0,10.0249810471,0.0,31.8390628038,89.2822328119,15.7423054168,62.6941015548,0.0,99.1485137939,WBG,2299118902.36,29.1832034798,West Bank and Gaza,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Middle East & North Africa,1
257,0.0,13.0035335689,0.0,0.0,0.0,18.9732933268,159.484418536,95.6720666667,33.6380676664,650.886005147,8.0,0.0,0.0,0.0,-20531245.2632,0.0565950939624,60.4240282686,591961056.68,673381901.158,3226.57215918,0.0,0.379286927977,5.26053285053,0.0,0.0,0.0,47.1905179982,0.0,0.0,-215751915.565,-100.0,18.3101427195,64.8266195524,0.0,40.0035263307,0.0,0.00180890138098,0.0,0.0,0.0,0.0,81.1612109263,40.7621119276,14.1918289894,0.0,0.0,WSM,43878489.6043,6.45448126129,Samoa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,East Asia & Pacific,0
